Year,Region,Category,Indicator,Characteristic,Age,Sex,Result,Unit,Significants (g),Comments
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,29.7,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,31.5,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,9.8,Per cent,,**
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,28.8,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,29.9,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,27.5,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,29.4,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,15.9,Per cent,,*
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,26.6,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.2,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,20.5,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,21.5,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,8.3,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,17.6,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.4,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,18.2,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,19.1,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,8.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,17.6,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,60+,Persons,14.7,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14+,Persons,17.1,Per cent,,#
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18+,Persons,18,Per cent,,#
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,75+,Persons,9,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12+,Persons,16.6,Per cent,,#
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.3,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,26.5,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,27,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.8,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,25.7,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.3,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,23.7,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,24.6,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,4.5,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,23.1,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,12.1,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,23.9,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,24.9,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.4,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,23.2,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.7,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,27.2,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,27.5,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.8,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,26.4,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,10.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,25,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,25.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,2.9,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,24.3,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.3,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,24.3,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,25.4,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,3.8,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,23.7,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.3,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,33.8,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,34.6,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,4.6,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,32.8,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,10.6,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,28.2,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,4.9,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,27.3,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,13.4,Per cent,,#
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,28.7,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29.8,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,7.4,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,27.9,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,10.8,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,31.6,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,32.3,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,4.7,Per cent,,*
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,30.6,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,12.3,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,31.4,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,32.2,Per cent,,
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,6.7,Per cent,,*
2013,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,30.4,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,13.3,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,27,Per cent,,#
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,28.5,Per cent,,#
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,7.1,Per cent,,*
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,26.2,Per cent,,#
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.4,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,27.9,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,28.5,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.8,Per cent,,*
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,27.2,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,12.6,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,27.8,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29.3,Per cent,,
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.7,Per cent,,*
2013,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,27.2,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.6,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,25.4,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,26.3,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,3.4,Per cent,,*
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,24.7,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,9,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,29.3,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,30.1,Per cent,,
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,3.2,Per cent,,**
2010,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,28.4,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,12.5,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,29.5,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,30.7,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,7.2,Per cent,,*
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,28.6,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,13.3,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,26.7,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,28,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.1,Per cent,,*
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,25.9,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,14.1,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,29.9,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29.8,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,10.8,Per cent,,*
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,29.1,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,14.2,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,29.2,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29.8,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,7.1,Per cent,,*
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,28.4,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,8.4,Per cent,,#
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,22.6,Per cent,,#
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,23.5,Per cent,,#
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.2,Per cent,,*
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,22,Per cent,,#
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.7,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,40.2,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,41.9,Per cent,,
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.6,Per cent,,**
2010,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,38.7,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,20.1,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,39.7,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,41.2,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,2.8,Per cent,,**
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,38.6,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,21.4,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,35.6,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,37,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,9.2,Per cent,,**
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,34.4,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.4,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,29,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,29.6,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.5,Per cent,,
2010,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,28.1,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,11.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,26.4,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,27.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,4.6,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,25.7,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",60+,Persons,12.3,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14+,Persons,25.5,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18+,Persons,26.6,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",75+,Persons,5.4,Per cent,,
2016,Australia,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12+,Persons,24.8,Per cent,,
2013,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,12.5,Per cent,,*
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,,Per cent,,n.p.
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,18.7,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,34.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,21.3,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,13.3,Per cent,,
2010,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,25.82837972,Per cent,,
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",65 to 74,Persons,22.4,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,18.8,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,27.5,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,31.8,Per cent,,
2010,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,13.66876765,Per cent,,
2016,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,50 to 59,Persons,15.7,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",55 to 64,Persons,24.3,Per cent,,
2013,Australia,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,55 to 64,Persons,20.1,Per cent,,
2010,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",45 to 54,Persons,27.3,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",35 to 44,Persons,32.8,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",20 to 29,Persons,42.7,Per cent,,
2010,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",18 to 24,Persons,61.4,Per cent,,
2013,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",14 to 19,Persons,27.1,Per cent,,
2016,Tas,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",50 to 59,Persons,20.7,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,14.8,Per cent,,
2013,NSW,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",25 to 34,Persons,29.2,Per cent,,
2016,NSW,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,12 to 17,Persons,1.4,Per cent,,**
2016,NT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,30 to 39,Persons,25.7,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,15.9,Per cent,,
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,13.6,Per cent,,
2016,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,12.4,Per cent,,#
2016,SA,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",40 to 49,Persons,24.6,Per cent,,#
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,65 to 74,Persons,13.85481147,Per cent,,
2013,VIC,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",30 to 39,Persons,29.8,Per cent,,
2013,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,35 to 44,Persons,19.9,Per cent,,
2016,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,20 to 29,Persons,21.7,Per cent,,
2010,ACT,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,18 to 24,Persons,27.00169619,Per cent,,
2013,Qld,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,45 to 54,Persons,22.7,Per cent,,
2016,Qld,Alcohol,Alcohol consumption (2009 guidelines),"at risk of injury on a single occasion of drinking, at least monthly",12 to 17,Persons,8.5,Per cent,,
2010,WA,Alcohol,Alcohol consumption (2009 guidelines),at risk of alcohol-related harm over a lifetime,14 to 19,Persons,20.53882472,Per cent,,
